,Unnamed: 0,Rank,Song Name,Artist,Duration,Album,Lyrics,Year,bins
468,468,331,It Must Have Been Love,Roxette,232,Greatest Hits,Verse 1Lay a whisper on my pillowLeave the winter on the groundI wake up lonelyThis air of silenceIn the bedroom and all aroundTouch me nowI close my eyesAnd dream awayChorusIt must have been loveBut its over nowIt must have been goodBut I lost it somehowIt must have been loveBut its over nowFrom the moment we touchedTill the time had run outVerse 2Make believing were togetherThat Im sheltered by your heartBut in and outsideI turn to waterLike a teardrop in your palmAnd its a hardWinters dayI dream awayChorusIt must have been loveMust have been loveBut its over nowIts over nowIt was all that I wantedNow Im living withoutIt must have been loveMust have been loveBridgeBut its over nowIts over nowIts where the water flowsIts where the wind blowsInstrumental BreakChorusIt must have been loveMust have been loveBut its over nowIts over nowIt must have been goodBut I lost it somehowIt must have been loveMust have been loveBut its over nowIts over nowFrom the moment we touchedTill the time had run outYeah it must have been loveMust have been loveBut its over nowIts over nowIt was all that I wantedNow Im living withoutIt must have been loveBut its over nowIts where the water flowsIts where the wind blowsOutroMust have been loveIt must have been loveBut its over nowNo no no,1990,90s
469,469,332,Sorry,Justin Bieber,0,Purpose (Deluxe),Written by Julia Michaels Justin Tranter and Justin BieberVerse 1You gotta go and get angry at all of my honestyYou know I try but I dont do too well with apologiesI hope I dont run out of time could someone call a refereeCause I just need one more shot at forgivenessI know you know that I made those mistakes maybe once or twiceBy once or twice I mean maybe a couple a hundred timesSo let me oh let me redeem oh redeem oh myself tonightCause I just need one more shot at second chancesPreChorusYeah is it too late now to say sorryCause Im missing more than just your bodyIs it too late now to say sorryYeah I know that I let you downIs it too late to say Im sorry nowChorusIm sorry yeahSorry yeahSorryYeah I know that I let you downIs it too late to say Im sorry nowVerse 2Ill take every single piece of the blame if you want me toBut you know that there is no innocent one in this game for twoIll go Ill go and then you go you go out and spill the truthCan we both say the words and forget thisPreChorusIs it too late now to say sorryCause Im missing more than just your bodyIs it too late now to say sorryYeah I know that I let you downIs it too late to say Im sorry nowBridgeIm not just trying to get you back on meCause Im missing more than just your bodyIs it too late now to say sorryYeah I know that I let you downIs it too late to say Im sorry nowChorusIm sorry yeahSorry ohSorryYeah I know that I let you downIs it too late to say Im sorry nowIm sorry yeahSorry ohSorryYeah I know that I let you downIs it too late to say Im sorry now,2015,2010s
470,470,335,You've Got to Hide Your Love Away,The Beatles,131,Help!,Verse 1Here I stand head in handTurn my face to the wallIf shes gone I cant go onFeeling twofoot smallEverywhere people stareEach and every dayI can see them laugh at meAnd I hear them sayChorusHey youve got to hide your love awayHey youve got to hide your love awayVerse 2How can I even tryI can never winHearing them seeing themIn the state Im inHow could she say to meLove will find a wayGather round all you clownsLet me hear you sayChorusHey youve got to hide your love awayHey youve got to hide your love away,1965,60s
471,471,337,Love Lost,The Temper Trap,216,Conditions,Verse 1Our love was lostBut now weve found itOur love was lost oh lostAnd hope was goneOur love was lostBut now weve found itAnd if you flash your heart oh heartI wont deny itChorusI promiseI promiseVerse 2Your walls are upToo cold to touch itYour walls are up oh upToo high to climbI know its hardBut I can still hear it beatingSo if you flash your heartI wont mistreat itChorusI promiseI promiseI promiseBridgeOur love was lostIn the rubble are all the thingsThat youve youve been dreaming ofKeep me in mindWhen youre readyI am here to take you every timeOutroOh our love was lostLost lost lost lost lost lostOur love was lostBut now its found,2010,2010s
472,472,339,I'm Not in Love,10cc,362,The Very Best of 10cc,Verse 1Im not in loveSo dont forget itIts just a silly phase Im going throughAnd just becauseI call you upDont get me wrong dont think youve got it madeChorusIm not in love no no its becauseVerse 2I like to see youBut then againThat doesnt mean you mean that much to meSo if I call youDont make a fussDont tell your friends about the two of usChorusIm not in love no no its becauseInterludeBe quiet big boys dont cryBig boys dont cryBig boys dont cryBig boys dont cryBig boys dont cryBig boys dont cryVerse 3I keep your pictureUpon the wallIt hides a nasty stain thats lying thereSo dont you ask meTo give it backI know you know it doesnt mean that much to meChorusIm not in love no no its becauseBridgeOoh youll wait a long time for meOoh youll wait a long timeOoh youll wait a long time for meOoh youll wait a long timeVerse 1Im not in loveSo dont forget itIts just a silly phase Im going throughAnd just because I call you upDont get me wrong dont think youve got it madeChorusOutroIm not in loveIm not in love,1975,70s
473,473,340,Best Thing I Never Had,Beyoncé,253,4,IntroWhat goes around comes back around Hey my babyWhat goes around comes back around My my my babyI say what goes around comes back around Hey my babyWhat goes around comes back aroundVerse 1There was a time I thoughtThat you did everything rightNo lies no wrongBoy I mustve been out of my mindPreChorus 1So when I think of the time that I almost loved youYou showed your ass and I I saw the real youThank God you blew itThank God I dodged the bulletIm so over you so baby good looking outChorus 1I wanted you bad Im so through with thatCause honestly you turned out to be the best thing I never hadYou turned out to be the best thing I never hadAnd Im gon always be the best thing you never hadI bet it sucks to be you right nowVerse 2So sad youre hurtBoo hoo oh did you expect me to careYou dont deserve my tearsI guess thats why they aint therePreChorus 2To I think that there was a time that I almost loved youYou showed your ass and baby yes I saw the real youThank God you blew itThank God I dodged the bulletIm so over you baby good looking outChorus 2I wanted you bad Im so through with thatCause honestly you turned out to be the best thing I never hadI said you turned out to be the best thing I never hadAnd Ill never be the best thing you never hadOh baby I bet it sucks to be you right nowBridgeI know you want me backIts time to face the factsThat Im the one thats got awayLord knows that it would take another place another timeAnother world another lifeThank God I found the good in goodbyeChorus 3I used to want you so bad Im so through with thatCause honestly you turned out to be the best thing I never hadOh you turned out to be the best thing I never hadAnd I will always be the best thing you never hadOoh best thing you never hadI used to want you so bad Im so through with thatCause honestly you turned out to be the best thing I never hadOh you turned out to be the best thing I never hadOoh I will never be the best thing you never hadOh baby I bet it sucks to be you right nowOutroWhat goes around comes back aroundWhat goes around comes back aroundI bet it sucks to be you right nowWhat goes around comes back aroundI bet it sucks to be you right nowWhat goes around comes back aroundI bet it sucks to be you right nowWhat goes around comes back aroundI bet it sucks to be you right now,2011,2010s
474,474,342,Julia,The Beatles,235,Anthology 3,Verse 1Half of what I say is meaninglessBut I say it just to reach you JuliaPreChorus 1Julia JuliaOcean child calls meChorusSo I sing the song of love JuliaPreChorus 2Julia seashell eyesWindy smile calls meChorusSo I sing the song of love JuliaBridgeHer hair of floating sky is shimmeringGlimmering in the sunPreChorus 3Julia JuliaMorning moon touch meChorusSo I sing the song of love JuliaVerse 2When I cannot sing my heartI can only speak my mind JuliaPreChorus 4Julia sleeping sandSilent cloud touch meChorusSo I sing a song of love JuliaPreChorus 2Hmm hmm hmmCalls meChorusSo I sing a song of love for JuliaOutroJulia Julia,1968,60s
475,475,343,Baby,Justin Bieber,216,My World 2.0,Produced by TheDream and Tricky StewartIntro Justin BieberOh woahOh woahOh woahVerse 1 Justin BieberYou know you love me I know you careJust shout whenever and I’ll be thereYou want my love you want my heartAnd we will never ever ever be apartAre we an item Girl quit playingWe’re just friends what are you sayingSaid There’s another and looked right in my eyesMy first love broke my heart for the first time and I was likeChorus Justin BieberBaby baby baby ohLike baby baby baby noLike baby baby baby no ohThought youd always be mine mineBaby baby baby ohLike baby baby baby noLike baby baby baby no ohThought you’d always be mine mineVerse 2 Justin BieberOh for you I would have done whateverAnd I just can’t believe we aint togetherAnd I wanna play it cool but Im losing youIll buy you anything Ill buy you any ringAnd Im in pieces baby fix meAnd just shake me til you wake me from this bad dreamIm going down down down downAnd I just can’t believe my first love won’t be around and Im likeChorus Justin BieberBaby baby baby ohLike baby baby baby noLike baby baby baby no ohThought you’d always be mine mineBaby baby baby ohLike baby baby baby noLike baby baby baby no ohThought you’d always be mine mineVerse 3 LudacrisLudaWhen I was 13 I had my first loveThere was nobody that compared to my babyAnd nobody came between us nor could ever come aboveShe had me going crazyOh I was starstruckShe woke me up daily don’t need no StarbucksShe made my heart pound and skip a beat when I see her in the street andAt school on the playground but I really want to see her on the weekendShe knows shes got me dazing cause she was so amazingAnd now my heart is breaking but I just keep on sayingChorus Justin BieberBaby baby baby ohLike baby baby baby noLike baby baby baby no ohThought you’d always be mine mineBaby baby baby ohLike baby baby baby noLike baby baby baby no ohThought you’d always be mine mineOutro Justin BieberIm gone yeah yeah yeahNow Im all gone yeah yeah yeahNow Im all gone yeah yeah yeahNow Im all gone gone gone gone Im gone,2010,2010s
476,476,344,Only Love,Ben Howard,240,Every Kingdom,Chorus 1Darling youre with me always around meOnly love only loveDarling I feel you under my bodyOnly love only loveGive me shelter or show me heartCome on love come on loveWatch me fall apart watch me fall apartRefrain 1And Ill be yours to keepA wind in the shadow a whale song in the deepA wind in the shadow a whale song in the deepChorus 2Darling youre with me always around meOnly love oh only loveDarling I feel you under my bodyOnly love ah only loveGive me shelter or show me heartCome on love come on loveWatch me fall apart watch me fall apart mmRefrain 2And Ill be yours to keepA wind in the shadow a whale song in the deepA wind in the shadow a whale songChorusDarling youre with me always around meOnly love oh only loveDarling I feel you under my bodyOnly love ah only loveGive me shelter or show me heartCome on love come on loveWatch me fall apart watch me fall apartWatch me fall apart watch me fall apartWatch me fall apartBridgeOnly love love loveOnly love love loveOnly love love loveGirl show me heartCome on love love loveCome on love love loveCome on love love loveWatch me fall apartCome on love love loveCome on love love loveCome on love love loveGirl show me heartShow me love love loveShow me love love loveShow me love love loveWatch me fall apartInstrumentalOutroDarling I feel you under my bodyDarling youre with me forever and alwaysGive me shelter or show me heartAnd watch me fall apart watch me fall apart,2012,2010s
477,477,345,Black Balloon,Goo Goo Dolls,250,Dizzy Up the Girl,Verse 1Babys black balloon makes her flyI almost fell into that hole in your lifeAnd youre not thinking about tomorrowCause you were the same as meBut on your kneesA thousand other boys could never reach youHow could I have been the oneI saw the world spin beneath youAnd scatter like ice from the spoon that was your wombChorusComing down the world turned overAnd angels fall without you thereAnd I go on as you get colderOr are you someones prayerVerse 2You know the lies they always told youAnd the love you never knewWhats the things they never showed youThat swallow the light from the sun inside your room yeahChorusComing down the world turned overAnd angels fall without you thereAnd I go on as you get colderOr are you someones prayerBridgeAnd theres no time left for losingWhen you stand they fall yeahChorusComing down the world turned overAnd angels fall without you thereAnd I go on as you get colderAll because ImComing down the years turned overAnd angels fall without you thereAnd Ill go on and Ill lead you home andAll because ImAll because ImAnd Ill becomeWhat you became to me,1999,90s
478,478,348,All I Want,Kodaline,305,The Kodaline EP,Verse 1All I want is nothing moreTo hear you knocking at my doorCause if I could see your face once moreI could die a happy man Im sureWhen you said your last goodbyeI died a little bit insideI lay in tears in bed all nightAlone without you by my sideChorusBut if you loved me whyd you leave meTake my body take my bodyAll I want is and all I need isTo find somebody Ill find somebodyLike you oh oh ohLike you like youVerse 2So you brought out the best of meA part of me Id never seenYou took my soul and wiped it cleanOur love was made for movie screensChorusBut if you loved me whyd you leave meTake my body take my bodyAll I want is and all I need isTo find somebody Ill find somebodyOh oh oh ohOh oh oh ohOh oh oh oh oh ohChorusBut if you loved me whyd you leave meTake my body take my bodyAll I want is and all I need isTo find somebody Ill find somebodyLike you,2013,2010s
479,479,350,Woman,John Lennon,210,Lennon Legend: The Very Best of John Lennon,IntroFor the other half of the skyVerse 1Woman I can hardly expressMy mixed emotions and my thoughtlessnessAfter all Im forever in your debtAnd woman I will try to expressMy inner feelings and thankfulnessFor showing me the meaning of successChorusOoh well wellDoo doo doo doo dooOoh well wellDoo doo doo doo dooVerse 2Woman I know you understandThe little child inside of the manPlease remember my life is in your handsAnd woman hold me close to your heartHowever distant dont keep us apartAfter all it is written in the starsChorusVerse 3Woman please let me explainI never meant to cause you sorrow or painSo let me tell you again and again and againOutroI love you yeah yeahNow and foreverI love you yeah yeahNow and foreverI love you yeah yeahNow and foreverI love you yeah yeah,1981,80s
480,480,351,Hello,Lionel Richie,244,Back to Front,Verse 1Ive been alone with you inside my mindAnd in my dreams Ive kissed your lips a thousand timesI sometimes see you pass outside my doorChorus 1Hello is it me youre looking forI can see it in your eyesI can see it in your smileYoure all Ive ever wantedAnd my arms are open wideCause you know just what to sayAnd you know just what to doAnd I want to tell you so muchI love youVerse 2I long to see the sunlight in your hairAnd tell you time and time again how much I careSometimes I feel my heart will overflowChorus 2Hello Ive just got to let you knowCause I wonder where you areAnd I wonder what you doAre you somewhere feeling lonelyOr is someone loving youTell me how to win your heartFor I havent got a clueBut let me start by sayingI love youChorus 3Hello is it me youre looking forCause I wonder where you areAnd I wonder what you doAre you somewhere feeling lonelyOr is someone loving youTell me how to win your heartFor I havent got a clueBut let me start by sayingI love you,1983,80s
481,481,356,Love You To,The Beatles,179,Revolver,Verse 1 George HarrisonEach day just goes so fastI turn around its pastYou dont get time to hang a sign on meVerse 2 George HarrisonLove me while you canBefore Im a dead old manVerse 3 George HarrisonA lifetime is so shortA new one cant be boughtBut what youve got means such a lot to meVerse 4 George HarrisonMake love all day longMake love singing songsMake love all day longMake love singing songsVerse 5 George HarrisonTheres people standing roundWholl screw you in the groundTheyll fill you in with all their sins youll seeVerse 6 George HarrisonIll make love to youIf you want me to,1966,60s
482,482,360,My Body,Young the Giant,244,Young the Giant,IntroStop The train is ridingDown to the stationWhere you livedWhen we were school kidsVerse 1Hey The rails are caught nowAnd I am falling downFools in a spiralRound this town of steelChorusMy body tells me noBut I wont quitCause I want moreCause I want moreChorusMy body tells me noBut I wont quitCause I want moreCause I want moreVerse 2Stop The train is ridingDown to the stationWhere I livedWhen I was a cool kidVerse 3Hey Is it my fault thatThe fallen embers burnDown in a spiralRound your crown of thievesChorusMy body tells me noBut I wont quitCause I want moreCause I want moreChorusMy body tells me noBut I wont quitCause I want moreCause I want moreIt rides out of townInstrumentalBridgeOh its my roadIts my road its my roadIts my roadIts my road its my warIts my warIts my war its my warHis eyes are openHis eyes are openOh cause I want moreI want more want moreHis eyes are openHis eyes are openHey hey heyChorusMy body tells me noBut I wont quitCause I want moreCause I want moreChorusMy body tells me noBut I wont quitCause I want moreCause I want moreIt rides out of town,2011,2010s
483,483,363,Love Love Love,Of Monsters and Men,238,My Head Is an Animal,Verse 1Well maybe Im a crookFor stealing your heart awayYeah maybe Im a crookFor not caring for itYeah maybe Im aBad bad badBad personWell baby I knowVerse 2And these fingertipsWill never run through your skinAnd those bright blue eyesCan only meet mineAcross the roomFilled with people that areLess important than youChorusAll cause you love love loveWhen you know I cant loveYou love love loveWhen you know I cant loveYou love love loveWhen you know I cant loveYouVerse 3So I think its bestWe both forgetBefore we dwell on itBridgeThe way you held me so tightAll through the night tillIt was nearMorningChorusCause you love love loveWhen you know I cant loveYou love love loveWhen you know I cant loveYou love love loveWhen you know I cant loveYouChorusAll cause you love love loveWhen you know I cant loveYou love love loveWhen you know I cant loveYou love love loveWhen you know I cant loveYouOutro,2012,2010s
484,484,367,Is This Love,Whitesnake,280,Greatest Hits,Verse 1I should have known better than to let you go aloneIts times like these I cant make it on my ownWasted days and sleepless nightsAnd I cant wait to see you againVerse 2I find I spend my time waiting on your callHow can I tell you babe My backs against the wallI need you by my side to tell me Its alrightCause I dont think I can take anymoreChorusIs this love that Im feelingIs this the love that Ive been searching forIs this love or am I dreamingThis must be love cause its really got a hold on meA hold on meVerse 3I cant stop the feeling Ive been this way beforeBut with you Ive found the key to open any doorI can feel my love for you growing stronger day by dayAnd I cant wait to see you againSo I can hold you in my armsChorusIs this love that Im feelingIs this the love that Ive been searching forIs this love or am I dreamingThis must be love cause its really got a hold on meA hold on meGuitar SoloChorusIs this love that Im feelingIs this the love that Ive been searching forIs this love or am I dreamingIs this the love that Ive been searching forIs this love or am I dreamingIs this the love that Ive been searching forIs this love or am I dreamingIs this the love that Ive been searching forOutroIs this loveIs this love,1987,80s
485,485,368,Your Song,Ellie Goulding,190,Bright Lights,Verse 1Its a little bit funnyThis feeling insideIm not one of those who can easily hideI dont have much moneyBut boy if I didId buy a big house whereWe both could liveSo excuse me forgettingBut these things I doSee Ive forgotten ifTheyre green or theyre blueAnyway the thing isWhat I really meanYours are the sweetest eyes Ive ever seenChorusAnd you can tell everybodyThis is your songIt may be quite simple butNow that its doneI hope you dont mind I hope you dont mindThat I put down in wordsHow wonderful life is now youre in the worldVerse 2If I was a sculptorBut then again noOr girl who makes potions in a traveling showI know its not much butIts the best I can doMy gift is my song andThis ones for youOhhChorusAnd you can tell everybodyThis is your songIt may be quite simple butNow that its doneI hope you dont mind I hope you dont mindThat I put down in wordsHow wonderful life is now youre in the world,2010,2010s
486,486,369,Lilac Wine,Jeff Buckley,272,Grace,I lost myself on a cool damp nightGave myself in that misty lightWas hypnotized by a strange delightUnder a lilac treeI made wine from the lilac treePut my heart in its recipeIt makes me see what I want to seeAnd be what I want to beWhen I think more than I want to thinkDo things I never should doI drink much more than I ought to drinkBecause it brings me back youLilac wine is sweet and heady like my loveLilac wine I feel unsteady like my loveListen to me I cannot see clearlyIsnt that she coming to me nearly hereLilac wine is sweet and heady wheres my loveLilac wine I feel unsteady wheres my loveListen to me why is everything so hazyIsnt that she or am I just going crazy dearLilac wine I feel unready for my loveFeel unready for my love,1994,90s
487,487,370,"Lover, You Should've Come Over",Jeff Buckley,403,Grace,Verse 1Looking out the door I see the rainFall upon the funeral mournersParading in a wake of sad relationsAs their shoes fill up with waterMaybe Im too youngTo keep good love from going wrongBut tonight youre on my mindSo you never knowVerse 2Broken down and hungry for your loveWith no way to feed itWhere are you tonight childYou know how much I need itToo young to hold onAnd too old to just break free and runVerse 3Sometimes a man gets carried awayWhen he feels like he should be having his funAnd much too blind to see the damage hes doneSometimes a man must awake to find that really he has nooneSo Ill wait for you and Ill burnWill I ever see your sweet returnOh will I ever learnChorusOh lover you shouldve come overCause its not too lateVerse 4Lonely is the room the bed is madeThe open window lets the rain inBurning in the corner is the only oneWho dreams he had you with himMy body turns and yearnsFor a sleep that will never comeIts never overMy kingdom for a kiss upon her shoulderIts never overAll my riches for her smiles when I slept so soft against herIts never overAll my blood for the sweetness of her laughterIts never overShes the tear that hangs inside my soul foreverWell maybe Im just too youngTo keep good love from going wrongChorusOh Ohh Ohhhhh OhhhhhhOhh lover you shouldve come overYes yes I feel too young to hold onAnd Im much too old to break free and runToo deaf dumb and blind to see the damage Ive doneSweet lover you shouldve come overOh love well Im waiting for youLover lover loverLover lover lover lover lover loverLover lover lover you shouldve come overCause its not too late,1994,90s
488,488,373,A Thousand Years,Christina Perri,288,A Thousand Years,Verse 1Heart beats fastColors and promisesHow to be braveHow can I love when Im afraid to fallBut watching you stand aloneAll of my doubt suddenly goes away somehowOne step closerChorusI have died every day waiting for youDarling dont be afraidI have loved you for a thousand yearsIll love you for a thousand moreVerse 2Time stands stillBeauty in all she isI will be braveI will not let anything take awayWhats standing in front of meEvery breathEvery hour has come to thisOne step closerChorusI have died every day waiting for youDarling dont be afraidI have loved you for a thousand yearsIll love you for a thousand moreBridgeAnd all along I believed I would find youTime has brought your heart to meI have loved you for a thousand yearsIll love you for a thousand moreOne step closerOne step closerChorusI have died every day waiting for youDarling dont be afraidI have loved you for a thousand yearsIll love you for a thousand moreOutroAnd all along I believed I would find youTime has brought your heart to meI have loved you for a thousand yearsIll love you for a thousand more,2011,2010s
489,489,374,Bed Of Roses,Bon Jovi,395,Cross Road,Verse 1Sitting here wasted and woundedAt this old pianoTrying hard to captureThe moment this morning I dont knowCause a bottle of VodkaIs still lodged in my headAnd some blonde gave me nightmaresI think that shes still in my bedAs I dream about moviesThey wont make of me when Im deadWith an ironclad fist I wake up andFrench kiss the morningWhile some marching band keepsIts own beat in my headWhile were talkingAbout all of the things that I long to believeAbout love and the truth andWhat you mean to meAnd the truth is baby youre all that I needChorusI want to lay you down in a bed of rosesFor tonight I sleep on a bed of nailsOh I want to be just as close as the Holy Ghost isAnd lay you down on a bed of rosesVerse 2Well Im so far awayThat each step that I take is on my way homeA kings ransom in dimes Id given each nightJust to see through this payphoneStill I run out of timeOr its hard to get throughTill the bird on the wire flies me back to youIll just close my eyes and whisperBaby blind love is trueChorusI want to lay you down in a bed of rosesFor tonight I sleep on a bed of nailsOh I want to be just as close asThe Holy Ghost isAnd lay you down on a bed of rosesVerse 3The hotel bar hangover whiskeys gone dryThe barkeepers wigs crookedAnd shes giving me the eyeI might have said yeahBut I laughed so hard I think I diedGuitar soloVerse 4Now as you close your eyesKnow Ill be thinking about youWhile my mistress she calls meTo stand in her spotlight againTonight I wont be aloneBut you know that dontMean Im not lonelyIve got nothing to proveFor its you that Id die to defendChorusI want to lay you down in a bed of rosesFor tonight I sleep on a bed of nailsI want to be just as close as the Holy Ghost isAnd lay you down on a bed of rosesI want to lay you down in a bed of rosesFor tonight I sleep on a bed of nailsI want to be just as close as the Holy Ghost isAnd lay you down on a bed of roses,1993,90s
490,490,376,Only in Dreams,Weezer,0,The Kitchen Tapes,Verse 1You cant resist her shes in your bonesShe is your marrow and your ride homeYou cant avoid her shes in the air in the airIn between molecules of oxygen and carbon dioxideChorusOnly in dreams we see what it meansReach out our hands hold onto hersBut when we wake its all been erasedAnd so it seems only in dreamsVerse 2You walk up to her ask her to danceShe says Hey baby I just might take the chanceYou say Its a good thing that you float in the air in the airThat way theres no way I will crush your pretty toenails into a thousand piecesChorusOnly in dreams we see what it meansReach out our hands hold onto hersBut when we wake its all been erasedAnd so it seems only in dreamsPostChorusOnly in dreams only in dreams only in dreamsOnly in dreams only in dreams only in dreams only in dreamsInstrumental BuildupGuitar SoloInstrumental Outro,1994,90s
491,491,378,The One I Love,R.E.M.,197,Document,Instrumental IntroVerse 1This one goes out to the one I loveThis one goes out to the one Ive left behindA simple prop to occupy my timeThis one goes out to the one I loveChorusFireFireVerse 2This one goes out to the one I loveThis one goes out to the one Ive left behindA simple prop to occupy my timeThis one goes out to the one I love LoveChorusFire Shes comin down on her own nowFire Shes comin down on her ownSoloVerse 3This one goes out to the one I love LoveThis one goes out to the one Ive left behindAnother prop has occupied my timeThis one goes out to the one I love LoveChorusFire Shes comin down on her own nowFire Shes comin down on her ownFire Shes comin down on her own nowFire Shes comin down on her own,1987,80s
492,492,379,Without You I'm Nothing,Placebo,250,Without You I'm Nothing,Verse 1Strange infatuation seems to grace the evening tideIll take it by your sideSuch imagination seems to help the feeling slideIll take it by your sideInstant correlation sucks and breeds a pack of liesIll take it by your sideOversaturation curls the skin and tans the hideIll take it by your sideBridgeTick  tockTick  tockTick  tockTick  tickTick  tickTick  tockVerse 2Im unclean a libertineAnd every time you vent your spleenI seem to lose the power of speechYoure slipping slowly from my reachYou grow me like an evergreenYouve never seen the lonely me at allPreChorusITake the plan spin it sidewaysIFallChorusWithout you Im nothingWithout you Im nothingWithout you Im nothingTake the plan spin it sidewaysWithout you Im nothing at all,1998,90s
493,493,381,Give Me Love,Ed Sheeran,324,+,Verse 1Give me love like herCause lately Ive been waking up alonePaint splattered teardrops on my shirtTold you Id let them goRefrain 1And that Ill fight my cornerMaybe tonight Ill call yaAfter my blood turns into alcoholNo I just wanna hold yaPreChorusGive a little time to me or burn this outWe’ll play hide and seek to turn this aroundAll I want is the taste that your lips allowChorusMamy mymyy oh give me loveMamy mymyy oh give me loveMamy mymyy oh give me loveMamy mymyy oh give me loveMamy mymyy give me loveVerse 2Give me love like never beforeCause lately Ive been craving moreAnd its been a while but I still feel the sameMaybe I should let you goRefrain 2You know Ill fight my cornerAnd that tonight Ill call yaAfter my blood is drowning in alcoholNo I just wanna hold yaPreChorusGive a little time to me or burn this outWe’ll play hide and seek to turn this aroundAll I want is the taste that your lips allowMamy mymyy oh give me loveGive a little time to me or burn this outWe’ll play hide and seek to turn this aroundAll I want is the taste that your lips allowChorusMamy mymyy oh give me loveMamy mymyy oh give me loveMamy mymyy oh give me loveMamy mymyy oh give me loveMamy mymyy give me loveBridgeMmy my mmy my mmy my give me love loverMmy my mmy my mmy my give me love loverMmy my mmy my mmy my give me love loverMmy my mmy my mmy my give me love loverMmy my mmy my mmy my give me love loverMmy my mmy my mmy my give me love loverMmy my mmy my mmy my give me love loverMmy my mmy my mmy my give me love loverMmy my mmy my mmy my give me love loverMmy my mmy my mmy my give me love loverMmy my mmy my mmy my give me love loverMmy my mmy my mmy my give me love loverCollisionLove me love meLove me give me loveGive me loveGive me loveLove meGive me loveChorus ExtendedMamy mymyy oh give me loveMamy mymyy oh give me loveMamy mymyy oh give me loveMamy mymyy oh give me loveMamy mymyy oh give me loveMamy mymyy oh give me loveMamy mymyy oh give me loveMamy mymyy oh give me loveMamy mymyy oh give me loveMamy mymyy oh give me loveMamy mymyy oh give me loveMamy mymyy oh give me love,2012,2010s
494,494,383,Love Hurts,Nazareth,0,Hair of the Dog,IntroLove hurts love scars love woundsAnd marks any heartNot tough or strong enoughTo take a lot of pain take a lot of painLove is like a cloudHolds a lot of rainLove hurts ooh ooh love hurtsIm young I know but Even soI know a thing or twoI learned from youI really learned a lot really learned a lotLove is like a flameIt burns you when its hotLove hurts ooh ooh love hurtsSome fools think of happinessBlissfulness togethernessSome fools fool themselves I guessTheyre not foolin meI know it isnt true I know it isnt trueLove is just a lieMade to make you blueLove hurts ooh ooh love hurtsOoh ooh love hurtsBridgeI know it isnt true I know it isnt trueLove is just a lieMade to make you blueLove hurts ooh ooh love hurtsOoh ooh love hurtsOoh ooh,1974,70s
495,495,384,Isn't She Lovely,Stevie Wonder,200,Stevie Wonder's Original Musiquarium I,Verse 1Isnt she lovelyIsnt she wonderfulIsnt she preciousLess than one minute oldI never thought through love wed beMaking one as lovely as sheBut isnt she lovely made from loveVerse 2Isnt she prettyTruly the angels bestBoy Im so happyWe have been heaven blessedI cant believe what God has doneThrough us hes given life to oneBut isnt she lovely made from loveBreakdownVerse 3Isnt she lovelyLife and love are the sameLife is AishaThe meaning of her nameLondie it could have not been doneWithout you who conceived the oneThats so very lovely made from loveHarmonica solo many rounds,1976,70s
496,496,389,Eternal Flame,The Bangles,235,Everything,Close your eyes give me your hand darlingDo you feel my heart beatingDo you understandDo you feel the sameAm I only dreamingIs this burning an eternal flameI believe its meant to be darlingI watch you when you are sleepingYou belong with meDo you feel the sameAm I only dreamingOr is this burning an eternal flameSay my nameSun shines through the rainA whole life so lonelyAnd then come and ease the painI dont want to lose this feeling ohSay my nameSun shines through the rainA whole life so lonelyAnd then come and ease the painI dont want to lose this feeling ohClose your eyes give me your handDo you feel my heart beatingDo you understandDo you feel the sameAm I only dreamingOr is this burning an eternal flameClose your eyes give me your hand darlingDo you feel my heart beatingDo you understandDo you feel the sameAm I only dreamingIs this burning an eternal flameClose your eyes give me your hand darlingDo you feel my heart beatingDo you understandDo you feel the sameAm I only dreaming ahAn eternal flameClose your eyes give me your hand darlingDo you feel my heart beatingDo you understandDo you feel the sameAm I only dreaming ahIs this burning an eternal flameClose your eyes give me your hand darling,1989,80s
497,497,391,I'm Looking Through You,The Beatles,148,Yesterday & Today,Two False Starts US VersionVerse 1Im looking through you where did you goI thought I knew you what did I knowYou dont look different but you have changedIm looking through you youre not the sameVerse 2Your lips are moving I cannot hearYour voice is soothing but the words arent clearYou dont sound different Ive learned the gameIm looking through you youre not the sameBridgeWhy tell me why did you not treat me rightLove has a nasty habit of disappearing overnightVerse 3Youre thinking of me the same old wayYou were above me but not todayThe only difference is youre down thereIm looking through you and youre nowhereBridgeWhy tell me why did you not treat me rightLove has a nasty habit of disappearing overnightVerse 4Im looking through you where did you goI thought I knew you what did I knowYou dont look different but you have changedIm looking through you youre not the sameOutroYeah oh baby youve changedAh Im looking through youYeah Im looking through youYou changed you changed you changed you changed,1965,60s
